ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike
20598,Married,Male,"100,000",3,Partial High School,Professional,Yes,0,10+ Miles,Europe,59,Yes
18594,Single,Female,"80,000",3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,40,Yes
13826,Single,Female,"30,000",0,Partial College,Clerical,No,1,0-1 Miles,Europe,28,No
19661,Single,Male,"90,000",4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Yes
14189,Married,Female,"90,000",4,High School,Professional,No,2,2-5 Miles,Europe,54,Yes
25792,Single,Female,"110,000",3,Bachelors,Management,Yes,4,10+ Miles,Europe,53,No
27994,Married,Female,"40,000",4,High School,Professional,Yes,2,5-10 Miles,North America,69,No
13453,Married,Female,"130,000",,Bachelors,Management,Yes,3,0-1 Miles,North America,45,Yes
15814,Single,Female,"40,000",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,30,No
23818,Married,Female,"50,000",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Yes
17450,Married,Male,"80,000",5,Partial College,Professional,Yes,3,5-10 Miles,North America,45,No
23608,Married,Female,"150,000",3,High School,Professional,Yes,3,0-1 Miles,Europe,51,Yes
22976,Single,Male,"40,000",0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Yes
23780,Single,Male,"40,000",2,Partial College,Clerical,No,2,0-1 Miles,Europe,36,Yes
21441,Married,Male,"50,000",4,Bachelors,Management,Yes,2,10+ Miles,North America,64,No
15608,Single,Female,"30,000",0,Partial College,Clerical,No,1,2-5 Miles,Europe,33,No
14332,Single,Female,"30,000",0,High School,Skilled Manual,No,2,5-10 Miles,North America,26,No
18572,Married,Female,"60,000",0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,39,No
17048,Single,Female,"90,000",1,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Yes
20598,Married,Male,"100,000",3,Partial High School,Professional,Yes,0,10+ Miles,Europe,59,Yes
26576,Married,Female,"60,000",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,31,No
13907,Single,Female,"80,000",3,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,41,Yes
19562,Single,Female,"60,000",2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,37,Yes
22610,Married,Male,"30,000",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,35,Yes
12344,Single,Female,"80,000",0,Bachelors,Professional,No,3,10+ Miles,Pacific,31,No
20000,Married,Male,"60,000",1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Yes
14193,Single,Female,"100,000",3,Partial College,Management,Yes,4,10+ Miles,Europe,56,No
20053,Single,Male,"40,000",2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,34,No
21557,Single,Female,"110,000",0,Partial College,Management,Yes,3,10+ Miles,Pacific,32,Yes
18012,Married,Female,"40,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,No
23801,Married,Female,"20,000",2,Partial High School,Clerical,Yes,2,0-1 Miles,North America,49,No
25329,Single,Female,"40,000",3,Partial College,Clerical,No,2,0-1 Miles,North America,32,No
27878,Single,Male,"20,000",0,Partial College,Manual,No,0,0-1 Miles,Pacific,28,Yes
21006,Single,Female,,1,Partial College,Manual,No,0,0-1 Miles,Europe,46,Yes
29133,Single,Female,"60,000",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,No
28858,Single,Male,"80,000",3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,No
18267,Married,Male,"60,000",3,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,43,No
14872,Married,Male,"30,000",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,No
11453,Single,Male,"80,000",0,Bachelors,Professional,No,3,10+ Miles,Pacific,33,Yes
29112,Single,Male,"60,000",0,Partial College,Professional,No,2,1-2 Miles,North America,30,No
20897,Married,Female,"30,000",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No
26415,Married,Female,"90,000",4,Partial High School,Skilled Manual,Yes,4,10+ Miles,Europe,58,No
22170,Married,Female,"30,000",3,Partial College,Clerical,No,2,1-2 Miles,Pacific,55,Yes
26678,Single,Female,"80,000",2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,49,No
17522,Married,Male,"120,000",4,Bachelors,Management,Yes,1,2-5 Miles,Pacific,47,No
24093,Single,Female,"80,000",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,40,Yes
17650,Single,Female,"40,000",2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,35,No
16154,Married,Female,"70,000",5,Bachelors,Professional,Yes,2,2-5 Miles,North America,47,No
23368,Married,Female,"60,000",5,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,No
17960,Married,Female,"40,000",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,35,Yes
23426,Single,,"80,000",5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,No
15255,Married,Male,"40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Yes
21207,Married,Male,"60,000",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,No
14443,Married,Male,"130,000",1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,40,No
26495,Single,Female,"40,000",2,High School,Professional,Yes,2,10+ Miles,North America,57,No
24151,Single,Male,"20,000",1,Bachelors,Clerical,No,0,0-1 Miles,Europe,51,No
27673,Single,Female,"60,000",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Yes
26778,Single,Female,"40,000",,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,No
12452,Married,Male,"60,000",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Yes
11386,Married,Female,"30,000",3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,45,No
19562,Single,Female,"60,000",2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,37,Yes
16489,Married,Male,"30,000",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,55,No
16151,Married,Female,"60,000",1,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Yes
25006,Single,Female,"30,000",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,No
20060,Single,Female,"30,000",0,High School,Manual,No,1,2-5 Miles,Europe,34,Yes
20430,Married,Male,"70,000",2,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Yes
23797,Single,Male,"20,000",3,Partial High School,Clerical,No,2,0-1 Miles,North America,50,No
27756,Single,Female,"50,000",3,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,40,No
29301,Married,Male,"80,000",5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,40,No
23432,Single,Male,"70,000",0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,37,Yes
23979,Single,Male,"10,000",2,Partial College,Manual,No,0,0-1 Miles,Europe,50,No
25651,Married,Male,"40,000",1,Bachelors,Skilled Manual,No,0,0-1 Miles,Europe,43,Yes
16179,Single,Female,"80,000",5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,38,No
19012,Married,Male,"80,000",3,Bachelors,Management,Yes,1,1-2 Miles,North America,56,No
25026,Married,Male,"20,000",2,Partial High School,Clerical,Yes,3,5-10 Miles,Pacific,54,No
23461,Married,Female,"90,000",5,Partial College,Professional,Yes,3,2-5 Miles,North America,40,No
11788,Single,Female,"70,000",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,No
25559,Single,Male,"20,000",0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,25,Yes
11270,Married,Male,"130,000",2,Graduate Degree,Management,Yes,3,0-1 Miles,North America,42,Yes
24611,,Male,"90,000",0,Bachelors,Professional,No,4,10+ Miles,Pacific,35,Yes
23893,Married,Male,"50,000",3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,No
19164,Single,Female,"70,000",0,Bachelors,Professional,No,1,2-5 Miles,North America,38,Yes
23491,Single,Male,"100,000",,Partial College,Professional,No,4,1-2 Miles,North America,45,No
29380,Married,Female,"20,000",3,High School,Manual,Yes,0,0-1 Miles,Europe,41,Yes
29424,Married,Male,"10,000",0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,No
12133,Married,Female,"130,000",3,Partial College,Professional,Yes,3,5-10 Miles,Europe,50,Yes
16753,Single,Female,"70,000",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Yes
12871,Single,Female,"30,000",0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,No
25665,Single,Female,"20,000",0,High School,Manual,No,1,1-2 Miles,Europe,28,No
12212,Married,Female,"10,000",0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,37,Yes
20380,Married,Female,"60,000",3,Graduate Degree,Management,Yes,2,10+ Miles,North America,69,No
19441,,Male,"40,000",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,,Yes
15628,Married,Female,"40,000",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,89,No
25970,Single,Female,"60,000",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,41,Yes
15529,Married,Male,"60,000",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Yes
20897,Married,Female,"30,000",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No
17462,Married,Male,"70,000",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Yes
25074,Married,Female,"70,000",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,42,Yes
20376,Single,Female,"70,000",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,52,Yes
18066,Single,Male,"70,000",5,Bachelors,Management,Yes,3,10+ Miles,North America,60,Yes
11817,Single,Female,"70,000",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes
15555,Married,Female,"60,000",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Yes
18649,Single,Male,"30,000",1,High School,Clerical,Yes,2,1-2 Miles,North America,51,Yes
24637,Married,Male,"40,000",4,High School,Professional,Yes,2,10+ Miles,North America,64,No
21213,Single,Male,"70,000",0,Bachelors,Professional,No,1,5-10 Miles,Pacific,41,No
17482,Single,Female,"40,000",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,29,No
11249,Married,Female,"130,000",3,Partial College,Professional,Yes,3,0-1 Miles,Europe,51,Yes
14914,Married,Female,"40,000",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,Yes
16773,Married,Male,"60,000",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,No
20421,Single,Female,"40,000",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,26,No
14545,Married,Female,"10,000",2,Partial College,Manual,Yes,0,1-2 Miles,Europe,49,No
19174,Single,Female,"30,000",0,High School,Manual,No,1,2-5 Miles,Europe,32,Yes
18752,Single,Female,"40,000",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,No
21375,Single,Male,"20,000",2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,57,No
26248,Married,Male,"20,000",3,Partial High School,Clerical,No,2,0-1 Miles,North America,52,No
19731,Married,Male,"80,000",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,68,No
20870,Single,Female,"10,000",2,High School,Manual,Yes,1,0-1 Miles,Europe,38,Yes
19758,Single,Male,"60,000",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,No
11809,Married,,"60,000",2,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,38,Yes
26663,Single,Female,"60,000",2,Bachelors,Professional,No,1,0-1 Miles,Pacific,39,Yes
12610,Married,Female,"30,000",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,No
11897,Single,Male,"60,000",2,Bachelors,Professional,No,1,0-1 Miles,Pacific,37,Yes
17994,Single,Male,"20,000",2,High School,Manual,Yes,2,0-1 Miles,Europe,42,No
25940,Single,Male,"20,000",2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,55,Yes
19057,Married,Female,"120,000",3,Bachelors,Management,No,2,10+ Miles,Europe,52,Yes
21695,Married,Male,"60,000",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,39,Yes
13620,Single,Male,"70,000",0,Bachelors,Professional,No,3,10+ Miles,Pacific,30,Yes
28906,Married,Male,"80,000",4,High School,Professional,Yes,2,10+ Miles,Europe,54,No
17458,Single,Male,"70,000",3,High School,Professional,Yes,0,5-10 Miles,North America,52,Yes
14569,Married,Male,"60,000",1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,No
23668,Married,Female,"40,000",4,High School,Professional,Yes,2,5-10 Miles,North America,59,Yes
12728,Single,Male,"30,000",0,Partial College,Clerical,No,1,1-2 Miles,Europe,27,No
26849,Married,Male,"10,000",3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,No
29094,Married,Male,"30,000",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,Yes
25954,Married,Male,"60,000",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,31,No
11699,Single,,"60,000",,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,,No
13122,Married,Female,"80,000",0,Bachelors,Professional,Yes,1,1-2 Miles,Pacific,41,Yes
19066,Married,Male,"130,000",4,Partial College,Professional,No,3,10+ Miles,Europe,54,No
29191,Single,Female,"130,000",1,Graduate Degree,Management,No,1,0-1 Miles,Pacific,36,Yes
26651,Single,Male,"80,000",4,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Yes
16390,Single,Male,"30,000",1,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Yes
22994,Married,Female,"80,000",0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes
15465,Married,Female,"10,000",0,Partial College,Manual,No,1,0-1 Miles,Pacific,25,No
26298,Married,Female,"50,000",1,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,34,Yes
13453,Married,Female,"130,000",,Bachelors,Management,Yes,3,0-1 Miles,North America,45,Yes
11699,Single,,"60,000",,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,,No
28799,Single,Female,"40,000",2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Yes
22088,Married,Female,"130,000",1,Bachelors,Management,Yes,2,0-1 Miles,North America,45,Yes
12768,Married,Male,"30,000",1,High School,Clerical,Yes,1,2-5 Miles,North America,52,Yes
11255,Married,Male,"70,000",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,73,No
20606,Married,Female,"70,000",0,Bachelors,Professional,Yes,4,10+ Miles,Pacific,32,Yes
25307,Married,Female,"40,000",1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,32,Yes
18847,Married,Female,"60,000",2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,70,No
13287,Single,Male,"110,000",4,Bachelors,Management,Yes,4,5-10 Miles,North America,42,Yes
20228,Married,Male,"100,000",0,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,40,Yes
19608,Married,Male,"80,000",5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,40,No
22042,Married,Female,"70,000",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Yes
23275,Married,Male,"30,000",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,No
17845,Single,Female,"20,000",0,Partial High School,Manual,No,2,1-2 Miles,Europe,32,No
21441,Married,Male,"50,000",4,Bachelors,Management,Yes,2,10+ Miles,North America,64,No
12121,Single,Male,"60,000",3,High School,Professional,Yes,2,10+ Miles,North America,53,Yes
28323,Single,Male,"70,000",0,Bachelors,Professional,No,2,5-10 Miles,Pacific,43,Yes
22936,Single,Female,"60,000",1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,45,Yes
19012,Married,Male,"80,000",3,Bachelors,Management,Yes,1,1-2 Miles,North America,56,No
24643,Single,Female,"60,000",4,Bachelors,Management,Yes,2,10+ Miles,North America,63,No
13353,Single,Female,"60,000",4,Graduate Degree,Management,Yes,2,10+ Miles,North America,61,Yes
22707,Single,Female,"30,000",0,Partial College,Clerical,No,1,2-5 Miles,Europe,30,No
14090,Married,Female,"30,000",0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,No
12236,Married,Female,"20,000",1,Partial College,Manual,Yes,0,0-1 Miles,Europe,65,No
22830,Married,Male,"120,000",4,Partial College,Management,Yes,3,10+ Miles,Europe,56,No
17858,Married,Male,"40,000",4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,44,Yes
14312,Married,Female,"60,000",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,No
12871,Single,Female,"30,000",0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,No
18740,Married,Male,"80,000",5,Bachelors,Professional,No,1,0-1 Miles,Pacific,47,Yes
18363,Married,Male,"40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Yes
15302,Single,Female,"70,000",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Yes
27745,Single,Male,"40,000",2,Bachelors,Management,Yes,2,5-10 Miles,Pacific,63,Yes
15019,Single,Female,"30,000",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,55,No
18572,Married,Female,"60,000",0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,39,No
19228,Married,Female,"40,000",2,Partial College,Clerical,Yes,1,0-1 Miles,North America,48,No
27835,Married,Male,"20,000",0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,No
17436,Married,Male,"60,000",2,High School,Professional,No,2,1-2 Miles,North America,51,No
27505,Single,Female,"40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No
29132,Single,Female,"40,000",0,Bachelors,Professional,Yes,1,2-5 Miles,North America,42,Yes
22294,Single,Female,"70,000",0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Yes
23549,Single,Male,"30,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No
16410,Single,Female,"10,000",4,Partial High School,Manual,Yes,2,0-1 Miles,Europe,41,Yes
19748,Married,Male,"20,000",4,High School,Skilled Manual,No,2,1-2 Miles,Pacific,60,No
12274,Single,Male,"10,000",2,High School,Manual,Yes,0,0-1 Miles,Europe,35,No
12121,Single,Male,"60,000",3,High School,Professional,Yes,2,10+ Miles,North America,53,Yes
24745,Single,Female,"30,000",2,High School,Skilled Manual,No,2,0-1 Miles,North America,49,No
18613,Single,Male,"70,000",0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Yes
20414,Married,Female,"60,000",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,29,No
17533,Married,Male,"40,000",3,Partial College,Professional,No,2,5-10 Miles,North America,73,Yes
26150,Single,Female,"70,000",0,Bachelors,Professional,No,1,0-1 Miles,Pacific,41,Yes
15879,Married,Male,"70,000",5,Bachelors,Management,Yes,2,2-5 Miles,North America,61,No
28468,Married,Female,"10,000",2,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,No
12774,Married,Female,"40,000",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Yes
22118,Single,Female,"70,000",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Yes
11669,Single,Female,"70,000",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,No
28269,Single,Female,"130,000",1,Bachelors,Management,No,1,2-5 Miles,North America,45,No
24273,Married,Female,"20,000",2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,55,Yes
22219,Married,Female,"60,000",2,High School,Professional,Yes,2,5-10 Miles,North America,49,No
16247,Single,Female,"60,000",4,Graduate Degree,Skilled Manual,,0,1-2 Miles,North America,47,No
14592,Married,Female,"60,000",0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,No
14389,Married,Male,"60,000",2,Bachelors,Management,Yes,0,2-5 Miles,North America,59,No
25261,Married,Male,"40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,No
22830,Married,Male,"120,000",4,Partial College,Management,Yes,3,10+ Miles,Europe,56,No
23248,Married,Female,"10,000",2,High School,Manual,Yes,2,1-2 Miles,North America,53,No
13337,Married,Female,"80,000",5,Bachelors,Management,Yes,2,5-10 Miles,North America,64,No
26490,Single,Male,"70,000",2,Bachelors,Management,No,1,2-5 Miles,North America,59,Yes
26452,Single,Male,"50,000",3,Graduate Degree,Management,Yes,2,10+ Miles,North America,69,No
19889,Single,Female,"70,000",2,Partial High School,Skilled Manual,No,2,2-5 Miles,North America,54,Yes
15926,Single,Female,"120,000",3,High School,Professional,Yes,4,5-10 Miles,Europe,50,Yes
20828,Married,Female,"30,000",4,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,Yes
28395,Single,Male,"40,000",0,Bachelors,Professional,No,0,0-1 Miles,Europe,39,Yes
20942,Single,Female,"20,000",0,High School,Manual,No,1,5-10 Miles,Europe,31,No
24643,Single,Female,"60,000",4,Bachelors,Management,Yes,2,10+ Miles,North America,63,No
23571,Married,Female,"40,000",2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,66,Yes
28657,Single,Male,"60,000",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,Yes
17337,Single,Male,"40,000",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,No
19784,Married,Female,"80,000",2,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,50,Yes
15608,Single,Female,"30,000",0,Partial College,Clerical,No,1,2-5 Miles,Europe,33,No
28379,Married,Male,"30,000",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No
17926,,Female,,0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,28,Yes
23586,Married,Female,"80,000",0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes
20877,Single,Male,"30,000",1,Bachelors,Clerical,Yes,0,1-2 Miles,Europe,37,Yes
13934,Married,Male,"40,000",4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,46,No
26154,,Male,"60,000",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,43,Yes
12568,Married,Female,"30,000",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,No
25918,Single,Female,"30,000",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,60,Yes
16185,Single,Male,"60,000",4,Bachelors,Professional,Yes,3,10+ Miles,Pacific,41,No
27040,Married,Male,"20,000",2,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,No
23256,Single,Male,"30,000",1,High School,Clerical,No,1,5-10 Miles,North America,52,No
18435,Single,Female,"70,000",5,Graduate Degree,Management,Yes,2,10+ Miles,North America,67,Yes
23378,Married,Male,"70,000",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,Yes
23627,Single,Female,"100,000",3,Partial College,Management,No,4,5-10 Miles,Europe,56,No
12664,Married,Female,"130,000",5,Partial College,Professional,Yes,4,0-1 Miles,Europe,59,No
15749,Single,Female,"70,000",4,Bachelors,Management,Yes,2,10+ Miles,North America,61,No
22527,Single,Female,"20,000",0,High School,Manual,No,1,2-5 Miles,Europe,29,No
24398,Married,Male,"130,000",1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,41,No
16200,Single,Female,"10,000",0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,No
17319,Single,Female,"70,000",0,Bachelors,Professional,No,1,5-10 Miles,Pacific,42,No
28580,Married,Female,"80,000",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,40,Yes
27745,Single,Male,"40,000",2,Bachelors,Management,Yes,2,5-10 Miles,Pacific,63,Yes
11734,Married,,"60,000",1,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,No
26576,Married,Female,"60,000",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,31,No
29117,Single,Male,"100,000",1,Bachelors,Management,No,3,0-1 Miles,Pacific,48,No
12585,Married,Male,"10,000",1,High School,Manual,Yes,0,2-5 Miles,Pacific,27,Yes
